ID,x,y,type
0,6.49,8.21,original
1,29.71,5.59,original
2,43.04,7.42,original
3,62.44,2.57,original
4,81.93,4.08,original
5,1.5,22.0,original
6,21.05,21.17,original
7,44.05,25.84,original
8,67.3,28.27,original
9,81.26,20.42,original
10,0.69,46.8,original
11,29.05,40.06,original
12,48.26,47.2,original
13,69.57,47.68,original
14,89.73,48.8,original
15,4.76,65.91,original
16,28.93,69.91,original
17,42.95,67.29,original
18,62.85,64.52,original
19,87.8,68.21,original
0_1_1,11.4585,7.6494,intermediate
0_1_2,16.4269,7.0888,intermediate
0_1_3,21.3954,6.5282,intermediate
0_1_4,26.3639,5.9676,intermediate
1_0_1,24.7415,6.1506,intermediate
1_0_2,19.7731,6.7112,intermediate
1_0_3,14.8046,7.2718,intermediate
1_0_4,9.8361,7.8324,intermediate
0_5_1,4.7887,12.9116,intermediate
0_5_2,3.0874,17.6133,intermediate
5_0_1,3.2013,17.2984,intermediate
5_0_2,4.9026,12.5967,intermediate
1_2_1,34.6635,6.27,intermediate
1_2_2,39.6171,6.9501,intermediate
2_1_1,38.0865,6.74,intermediate
2_1_2,33.1329,6.0599,intermediate
1_6_1,27.2808,9.9603,intermediate
1_6_2,24.8517,14.3305,intermediate
1_6_3,22.4225,18.7008,intermediate
6_1_1,23.4792,16.7997,intermediate
6_1_2,25.9083,12.4295,intermediate
6_1_3,28.3375,8.0592,intermediate
2_3_1,47.8907,6.2073,intermediate
2_3_2,52.7414,4.9946,intermediate
2_3_3,57.5921,3.782,intermediate
3_2_1,57.5893,3.7827,intermediate
3_2_2,52.7386,4.9954,intermediate
3_2_3,47.8879,6.208,intermediate
2_7_1,43.3137,12.4125,intermediate
2_7_2,43.5875,17.405,intermediate
2_7_3,43.8612,22.3975,intermediate
7_2_1,43.7763,20.8475,intermediate
7_2_2,43.5025,15.855,intermediate
7_2_3,43.2288,10.8625,intermediate
3_4_1,67.4251,2.9562,intermediate
3_4_2,72.4101,3.3424,intermediate
3_4_3,77.3952,3.7287,intermediate
4_3_1,76.9449,3.6938,intermediate
4_3_2,71.9599,3.3076,intermediate
4_3_3,66.9748,2.9213,intermediate
3_8_1,63.3691,7.4829,intermediate
3_8_2,64.2981,12.3959,intermediate
3_8_3,65.2272,17.3088,intermediate
3_8_4,66.1562,22.2217,intermediate
3_8_5,67.0853,27.1346,intermediate
8_3_1,66.3709,23.3571,intermediate
8_3_2,65.4419,18.4441,intermediate
8_3_3,64.5128,13.5312,intermediate
8_3_4,63.5838,8.6183,intermediate
8_3_5,62.6547,3.7054,intermediate
4_9_1,81.7252,9.0758,intermediate
4_9_2,81.5203,14.0716,intermediate
4_9_3,81.3155,19.0674,intermediate
9_4_1,81.4648,15.4242,intermediate
9_4_2,81.6697,10.4284,intermediate
9_4_3,81.8745,5.4326,intermediate
5_6_1,6.4955,21.7879,intermediate
5_6_2,11.491,21.5758,intermediate
5_6_3,16.4865,21.3637,intermediate
6_5_1,16.0545,21.3821,intermediate
6_5_2,11.059,21.5942,intermediate
6_5_3,6.0635,21.8063,intermediate
5_10_1,1.3368,26.9973,intermediate
5_10_2,1.1736,31.9947,intermediate
5_10_3,1.0103,36.992,intermediate
5_10_4,0.8471,41.9893,intermediate
10_5_1,0.8532,41.8027,intermediate
10_5_2,1.0164,36.8053,intermediate
10_5_3,1.1797,31.808,intermediate
10_5_4,1.3429,26.8107,intermediate
6_7_1,25.95,22.1649,intermediate
6_7_2,30.85,23.1598,intermediate
6_7_3,35.75,24.1547,intermediate
6_7_4,40.6501,25.1497,intermediate
7_6_1,39.15,24.8451,intermediate
7_6_2,34.25,23.8502,intermediate
7_6_3,29.35,22.8553,intermediate
7_6_4,24.4499,21.8603,intermediate
6_11_1,22.9999,25.7741,intermediate
6_11_2,24.9497,30.3783,intermediate
6_11_3,26.8996,34.9824,intermediate
6_11_4,28.8495,39.5865,intermediate
11_6_1,27.1001,35.4559,intermediate
11_6_2,25.1503,30.8517,intermediate
11_6_3,23.2004,26.2476,intermediate
11_6_4,21.2505,21.6435,intermediate
7_8_1,49.0229,26.3597,intermediate
7_8_2,53.9958,26.8795,intermediate
7_8_3,58.9687,27.3992,intermediate
7_8_4,63.9417,27.919,intermediate
8_7_1,62.3271,27.7503,intermediate
8_7_2,57.3542,27.2305,intermediate
8_7_3,52.3813,26.7108,intermediate
8_7_4,47.4083,26.191,intermediate
7_12_1,45.0169,30.7456,intermediate
7_12_2,45.9838,35.6512,intermediate
7_12_3,46.9507,40.5569,intermediate
7_12_4,47.9175,45.4625,intermediate
12_7_1,47.2931,42.2944,intermediate
12_7_2,46.3262,37.3888,intermediate
12_7_3,45.3593,32.4831,intermediate
12_7_4,44.3925,27.5775,intermediate
8_9_1,71.6582,25.8193,intermediate
8_9_2,76.0164,23.3686,intermediate
8_9_3,80.3746,20.9179,intermediate
