ID,x,y,type
0,1.76,1.48,original
1,24.44,4.74,original
2,44.75,9.93,original
3,69.05,4.04,original
4,80.55,9.77,original
5,104.81,7.46,original
6,122.73,0.46,original
7,147.76,8.7,original
8,164.53,3.45,original
9,188.85,9.01,original
10,8.19,29.87,original
11,29.96,23.99,original
12,48.4,29.99,original
13,63.66,27.66,original
14,89.02,28.57,original
15,105.05,21.54,original
16,124.51,24.17,original
17,140.85,22.8,original
18,163.54,21.97,original
19,180.72,20.4,original
20,7.61,46.1,original
21,22.67,48.26,original
22,40.78,43.07,original
23,69.51,47.76,original
24,89.45,42.96,original
25,104.86,49.38,original
26,129.66,47.05,original
27,149.12,48.9,original
28,167.4,43.2,original
29,185.3,44.78,original
30,0.38,69.07,original
31,27.4,64.34,original
32,40.59,68.38,original
33,64.94,62.2,original
34,83.67,60.0,original
35,106.16,66.72,original
36,126.8,69.41,original
37,144.56,62.18,original
38,165.79,64.67,original
39,186.49,67.83,original
40,9.51,80.09,original
41,27.37,88.7,original
42,41.59,82.37,original
43,67.87,85.99,original
44,86.24,81.47,original
45,105.89,86.88,original
46,125.03,89.33,original
47,146.79,85.51,original
48,169.98,81.78,original
49,186.01,86.21,original
50,7.58,102.1,original
51,25.34,107.57,original
52,48.44,106.1,original
53,61.95,100.58,original
54,84.14,101.82,original
55,105.9,105.28,original
56,122.52,109.14,original
57,149.87,106.11,original
58,169.32,106.66,original
59,183.9,100.14,original
60,4.61,120.73,original
61,23.5,127.2,original
62,47.94,122.83,original
63,61.44,121.17,original
64,80.36,123.95,original
65,105.23,129.3,original
66,129.26,121.52,original
67,148.72,124.21,original
68,168.63,123.77,original
69,186.21,127.76,original
70,9.23,142.82,original
71,28.79,143.47,original
72,40.14,140.22,original
73,69.05,142.93,original
74,80.4,146.14,original
75,107.51,146.53,original
76,128.71,145.17,original
77,149.95,147.96,original
78,160.51,146.4,original
79,184.47,142.67,original
0_1_1,6.7091,2.1914,intermediate
0_1_2,11.6583,2.9028,intermediate
0_1_3,16.6074,3.6142,intermediate
0_1_4,21.5565,4.3255,intermediate
1_0_1,19.4909,4.0286,intermediate
1_0_2,14.5417,3.3172,intermediate
1_0_3,9.5926,2.6058,intermediate
1_0_4,4.6435,1.8945,intermediate
0_10_1,2.8645,6.3565,intermediate
0_10_2,3.9689,11.233,intermediate
0_10_3,5.0734,16.1095,intermediate
0_10_4,6.1779,20.986,intermediate
0_10_5,7.2823,25.8624,intermediate
10_0_1,7.0855,24.9935,intermediate
10_0_2,5.9811,20.117,intermediate
10_0_3,4.8766,15.2405,intermediate
10_0_4,3.7721,10.364,intermediate
10_0_5,2.6677,5.4876,intermediate
1_2_1,29.2843,5.9779,intermediate
