ID,x,y,type
0,820.07,538.27,original
1,781.18,522.97,original
2,717.49,507.44,original
3,712.46,453.43,original
4,650.48,445.6,original
5,636.88,430.99,original
6,578.02,431.87,original
7,530.63,444.89,original
8,492.27,467.71,original
9,463.99,526.94,original
10,550.36,469.6,original
11,518.31,490.65,original
12,503.75,521.16,original
13,487.68,545.58,original
14,625.06,511.12,original
15,606.39,524.85,original
16,579.25,552.83,original
17,558.08,573.99,original
18,535.27,602.38,original
19,478.38,621.62,original
20,630.38,556.83,original
21,642.9,572.34,original
22,643.26,632.57,original
23,606.39,630.36,original
24,567.04,646.3,original
25,555.15,622.09,original
26,494.04,641.96,original
27,479.75,654.3,original
28,505.34,677.59,original
29,793.12,657.37,original
30,751.54,644.59,original
31,516.63,577.29,original
32,818.18,388.56,original
33,818.49,342.0,original
34,750.96,347.38,original
35,549.23,357.74,original
36,476.71,381.09,original
37,499.85,411.59,original
38,771.71,424.05,original
39,743.31,389.9,original
40,556.24,397.67,original
41,520.44,418.89,original
42,819.25,436.53,original
0_42_1,820.0297,533.2702,intermediate
0_42_2,819.9894,528.2703,intermediate
0_42_3,819.9491,523.2705,intermediate
0_42_4,819.9088,518.2706,intermediate
0_42_5,819.8685,513.2708,intermediate
0_42_6,819.8282,508.271,intermediate
0_42_7,819.7879,503.2711,intermediate
0_42_8,819.7476,498.2713,intermediate
0_42_9,819.7073,493.2715,intermediate
0_42_10,819.667,488.2716,intermediate
0_42_11,819.6267,483.2718,intermediate
0_42_12,819.5864,478.2719,intermediate
0_42_13,819.5461,473.2721,intermediate
0_42_14,819.5058,468.2723,intermediate
0_42_15,819.4655,463.2724,intermediate
0_42_16,819.4252,458.2726,intermediate
0_42_17,819.3849,453.2728,intermediate
0_42_18,819.3446,448.2729,intermediate
0_42_19,819.3043,443.2731,intermediate
0_42_20,819.2641,438.2732,intermediate
42_0_1,819.2903,441.5298,intermediate
42_0_2,819.3306,446.5297,intermediate
42_0_3,819.3709,451.5295,intermediate
42_0_4,819.4112,456.5294,intermediate
42_0_5,819.4515,461.5292,intermediate
42_0_6,819.4918,466.529,intermediate
42_0_7,819.5321,471.5289,intermediate
42_0_8,819.5724,476.5287,intermediate
42_0_9,819.6127,481.5285,intermediate
42_0_10,819.653,486.5284,intermediate
42_0_11,819.6933,491.5282,intermediate
42_0_12,819.7336,496.5281,intermediate
42_0_13,819.7739,501.5279,intermediate
42_0_14,819.8142,506.5277,intermediate
42_0_15,819.8545,511.5276,intermediate
42_0_16,819.8948,516.5274,intermediate
42_0_17,819.9351,521.5272,intermediate
