ID,x,y,type
0,3.61,9.45,original
1,25.4,9.9,original
2,40.93,1.46,original
3,63.65,5.08,original
4,87.85,1.37,original
5,101.08,4.4,original
6,125.67,8.66,original
7,148.79,9.54,original
8,164.15,0.47,original
9,189.42,8.3,original
10,1.17,21.57,original
11,23.16,28.06,original
12,42.05,29.36,original
13,69.54,21.8,original
14,84.6,26.65,original
15,102.76,21.41,original
16,123.85,23.63,original
17,147.65,26.51,original
18,167.89,26.65,original
19,184.62,29.53,original
20,6.58,46.39,original
21,25.9,41.98,original
22,43.55,44.8,original
23,61.33,46.36,original
24,82.28,47.85,original
25,107.38,44.52,original
26,121.34,44.01,original
27,141.13,41.78,original
28,168.4,40.39,original
29,189.19,40.71,original
30,1.58,64.76,original
31,24.32,66.84,original
32,40.47,60.39,original
33,64.54,66.74,original
34,80.27,67.51,original
35,107.07,62.09,original
36,126.08,67.75,original
37,142.73,67.97,original
38,160.99,68.08,original
39,182.07,65.99,original
40,9.13,83.92,original
41,29.0,87.68,original
42,45.8,89.62,original
43,61.91,85.02,original
44,88.35,86.81,original
45,107.47,86.1,original
46,127.03,80.02,original
47,142.51,81.52,original
48,160.29,80.84,original
49,181.2,88.16,original
50,2.03,103.8,original
51,23.64,104.85,original
52,40.53,107.73,original
53,64.0,106.38,original
54,82.2,109.22,original
55,108.33,101.28,original
56,121.89,108.74,original
57,141.33,101.97,original
58,167.58,105.66,original
59,189.69,105.09,original
60,4.87,122.56,original
61,22.86,124.86,original
62,44.08,124.3,original
63,60.69,121.07,original
64,81.49,120.33,original
65,102.43,124.99,original
66,124.25,121.53,original
67,143.04,121.77,original
68,167.15,126.45,original
69,187.85,127.6,original
70,8.02,146.45,original
71,27.61,147.36,original
72,46.23,140.53,original
73,66.01,142.62,original
74,84.14,147.32,original
75,100.15,147.27,original
76,126.87,146.54,original
77,141.49,145.45,original
78,161.39,146.41,original
79,185.38,148.54,original
80,2.52,160.06,original
81,20.25,167.87,original
82,40.61,164.63,original
83,67.93,162.32,original
84,84.53,165.21,original
85,102.75,161.21,original
86,120.13,160.25,original
87,141.57,166.68,original
88,167.29,162.11,original
89,188.65,163.44,original
90,0.15,185.1,original
91,28.52,189.61,original
92,47.71,185.78,original
93,61.06,189.17,original
94,84.7,184.99,original
95,108.01,180.51,original
96,124.61,182.55,original
97,147.96,188.06,original
98,163.03,180.72,original
99,189.03,185.79,original
0_1_1,8.6089,9.5532,intermediate
0_1_2,13.6079,9.6565,intermediate
0_1_3,18.6068,9.7597,intermediate
0_1_4,23.6057,9.8629,intermediate
1_0_1,20.4011,9.7968,intermediate
1_0_2,15.4021,9.6935,intermediate
1_0_3,10.4032,9.5903,intermediate
1_0_4,5.4043,9.4871,intermediate
0_10_1,2.6232,14.3517,intermediate
0_10_2,1.6364,19.2533,intermediate
10_0_1,2.1568,16.6683,intermediate
10_0_2,3.1436,11.7667,intermediate
1_2_1,29.7931,7.5125,intermediate
1_2_2,34.1863,5.125,intermediate
1_2_3,38.5794,2.7374,intermediate
2_1_1,36.5369,3.8475,intermediate
2_1_2,32.1437,6.235,intermediate
2_1_3,27.7506,8.6226,intermediate
1_11_1,24.7879,14.8624,intermediate
1_11_2,24.1758,19.8248,intermediate
1_11_3,23.5637,24.7872,intermediate
11_1_1,23.7721,23.0976,intermediate
11_1_2,24.3842,18.1352,intermediate
11_1_3,24.9963,13.1728,intermediate
2_3_1,45.8677,2.2467,intermediate
2_3_2,50.8054,3.0335,intermediate
2_3_3,55.7432,3.8202,intermediate
2_3_4,60.6809,4.6069,intermediate
3_2_1,58.7123,4.2933,intermediate
3_2_2,53.7746,3.5065,intermediate
3_2_3,48.8368,2.7198,intermediate
3_2_4,43.8991,1.9331,intermediate
2_12_1,41.1306,6.456,intermediate
2_12_2,41.3311,11.452,intermediate
2_12_3,41.5317,16.4479,intermediate
2_12_4,41.7322,21.4439,intermediate
2_12_5,41.9328,26.4399,intermediate
12_2_1,41.8494,24.364,intermediate
12_2_2,41.6489,19.368,intermediate
12_2_3,41.4483,14.3721,intermediate
12_2_4,41.2478,9.3761,intermediate
12_2_5,41.0472,4.3801,intermediate
3_4_1,68.5923,4.3223,intermediate
3_4_2,73.5345,3.5646,intermediate
3_4_3,78.4768,2.807,intermediate
3_4_4,83.419,2.0493,intermediate
4_3_1,82.9077,2.1277,intermediate
4_3_2,77.9655,2.8854,intermediate
4_3_3,73.0232,3.643,intermediate
4_3_4,68.081,4.4007,intermediate
3_13_1,65.3113,9.7959,intermediate
3_13_2,66.9726,14.5119,intermediate
3_13_3,68.6339,19.2278,intermediate
13_3_1,67.8787,17.0841,intermediate
13_3_2,66.2174,12.3681,intermediate
13_3_3,64.5561,7.6522,intermediate
4_5_1,92.7238,2.4862,intermediate
4_5_2,97.5976,3.6024,intermediate
5_4_1,96.2062,3.2838,intermediate
5_4_2,91.3324,2.1676,intermediate
4_14_1,87.2124,6.3292,intermediate
4_14_2,86.5749,11.2884,intermediate
4_14_3,85.9373,16.2476,intermediate
4_14_4,85.2998,21.2067,intermediate
4_14_5,84.6622,26.1659,intermediate
14_4_1,85.2376,21.6908,intermediate
14_4_2,85.8751,16.7316,intermediate
14_4_3,86.5127,11.7724,intermediate
14_4_4,87.1502,6.8133,intermediate
14_4_5,87.7878,1.8541,intermediate
5_6_1,106.0066,5.2535,intermediate
5_6_2,110.9332,6.107,intermediate
5_6_3,115.8598,6.9605,intermediate
5_6_4,120.7865,7.814,intermediate
6_5_1,120.7434,7.8065,intermediate
6_5_2,115.8168,6.953,intermediate
6_5_3,110.8902,6.0995,intermediate
6_5_4,105.9635,5.246,intermediate
5_15_1,101.5714,9.3758,intermediate
5_15_2,102.0629,14.3516,intermediate
5_15_3,102.5543,19.3274,intermediate
15_5_1,102.2686,16.4342,intermediate
15_5_2,101.7771,11.4584,intermediate
15_5_3,101.2857,6.4826,intermediate
6_7_1,130.6664,8.8502,intermediate
6_7_2,135.6628,9.0403,intermediate
6_7_3,140.6591,9.2305,intermediate
6_7_4,145.6555,9.4207,intermediate
7_6_1,143.7936,9.3498,intermediate
7_6_2,138.7972,9.1597,intermediate
7_6_3,133.8009,8.9695,intermediate
7_6_4,128.8045,8.7793,intermediate
6_16_1,125.0666,13.6235,intermediate
6_16_2,124.4631,18.5869,intermediate
6_16_3,123.8597,23.5504,intermediate
16_6_1,124.4534,18.6665,intermediate
16_6_2,125.0569,13.7031,intermediate
16_6_3,125.6603,8.7396,intermediate
7_8_1,153.0954,6.9977,intermediate
7_8_2,157.4008,4.4554,intermediate
7_8_3,161.7062,1.913,intermediate
8_7_1,159.8446,3.0123,intermediate
8_7_2,155.5392,5.5546,intermediate
8_7_3,151.2338,8.097,intermediate
7_17_1,148.4549,14.5288,intermediate
7_17_2,148.1197,19.5175,intermediate
7_17_3,147.7846,24.5063,intermediate
17_7_1,147.9851,21.5212,intermediate
17_7_2,148.3203,16.5325,intermediate
17_7_3,148.6554,11.5437,intermediate
8_9_1,168.926,1.9499,intermediate
8_9_2,173.702,3.4297,intermediate
8_9_3,178.478,4.9096,intermediate
8_9_4,183.2539,6.3894,intermediate
8_9_5,188.0299,7.8693,intermediate
9_8_1,184.644,6.8201,intermediate
9_8_2,179.868,5.3403,intermediate
9_8_3,175.092,3.8604,intermediate
9_8_4,170.3161,2.3806,intermediate
9_8_5,165.5401,0.9007,intermediate
8_18_1,164.8571,5.4197,intermediate
8_18_2,165.5642,10.3695,intermediate
8_18_3,166.2713,15.3192,intermediate
8_18_4,166.9784,20.269,intermediate
8_18_5,167.6855,25.2187,intermediate
18_8_1,167.1829,21.7003,intermediate
18_8_2,166.4758,16.7505,intermediate
18_8_3,165.7687,11.8008,intermediate
18_8_4,165.0616,6.851,intermediate
18_8_5,164.3545,1.9013,intermediate
9_19_1,188.3174,13.1769,intermediate
9_19_2,187.2147,18.0538,intermediate
9_19_3,186.1121,22.9307,intermediate
9_19_4,185.0094,27.8076,intermediate
19_9_1,185.7226,24.6531,intermediate
19_9_2,186.8253,19.7762,intermediate
19_9_3,187.9279,14.8993,intermediate
19_9_4,189.0306,10.0224,intermediate
10_11_1,5.9655,22.9853,intermediate
10_11_2,10.761,24.4006,intermediate
10_11_3,15.5565,25.816,intermediate
10_11_4,20.352,27.2313,intermediate
11_10_1,18.3645,26.6447,intermediate
11_10_2,13.569,25.2294,intermediate
11_10_3,8.7735,23.814,intermediate
11_10_4,3.978,22.3987,intermediate
10_20_1,2.2348,26.4553,intermediate
10_20_2,3.2997,31.3406,intermediate
10_20_3,4.3645,36.2259,intermediate
10_20_4,5.4294,41.1112,intermediate
10_20_5,6.4942,45.9965,intermediate
20_10_1,5.5152,41.5047,intermediate
20_10_2,4.4503,36.6194,intermediate
20_10_3,3.3855,31.7341,intermediate
20_10_4,2.3206,26.8488,intermediate
20_10_5,1.2558,21.9635,intermediate
11_12_1,28.1482,28.4033,intermediate
11_12_2,33.1364,28.7466,intermediate
11_12_3,38.1246,29.0899,intermediate
12_11_1,37.0618,29.0167,intermediate
12_11_2,32.0736,28.6734,intermediate
12_11_3,27.0854,28.3301,intermediate
11_21_1,24.1257,32.9659,intermediate
11_21_2,25.0913,37.8717,intermediate
21_11_1,24.9343,37.0741,intermediate
21_11_2,23.9687,32.1683,intermediate
12_13_1,46.871,28.0342,intermediate
12_13_2,51.692,26.7084,intermediate
12_13_3,56.513,25.3825,intermediate
12_13_4,61.3341,24.0567,intermediate
12_13_5,66.1551,22.7309,intermediate
13_12_1,64.719,23.1258,intermediate
13_12_2,59.898,24.4516,intermediate
13_12_3,55.077,25.7775,intermediate
13_12_4,50.2559,27.1033,intermediate
13_12_5,45.4349,28.4291,intermediate
12_22_1,42.5335,34.3366,intermediate
12_22_2,43.017,39.3131,intermediate
