ID,x,y,type
0,3.11,1.49,original
1,22.28,8.05,original
2,47.84,4.45,original
3,66.67,9.41,original
4,88.59,8.46,original
5,107.42,2.12,original
6,123.05,4.16,original
7,149.88,6.09,original
8,165.07,3.54,original
9,185.64,6.75,original
10,1.92,26.18,original
11,23.44,24.82,original
12,40.22,27.28,original
13,67.16,22.5,original
14,80.4,26.17,original
15,106.7,23.37,original
16,123.09,27.58,original
17,144.59,26.79,original
18,161.93,21.01,original
19,187.08,25.1,original
20,9.04,47.55,original
21,22.64,48.56,original
22,45.21,49.05,original
23,68.38,48.2,original
24,82.27,49.24,original
25,100.6,45.13,original
26,129.55,42.32,original
27,148.67,41.12,original
28,167.66,40.64,original
29,180.83,41.4,original
30,6.11,63.04,original
31,26.14,62.03,original
32,46.04,66.96,original
33,67.32,61.6,original
34,89.99,60.7,original
35,101.95,67.23,original
36,122.47,66.62,original
37,142.59,67.69,original
38,165.8,63.21,original
39,187.52,68.06,original
40,8.41,84.51,original
41,27.19,83.5,original
42,48.77,89.68,original
43,61.56,87.9,original
44,89.8,85.12,original
45,101.34,84.69,original
46,120.2,80.6,original
47,149.51,83.97,original
48,166.44,86.64,original
49,188.26,82.61,original
50,2.77,104.59,original
51,29.18,105.35,original
52,47.57,102.55,original
53,62.94,102.45,original
54,82.02,109.85,original
55,105.49,109.33,original
56,129.01,101.28,original
57,144.14,109.71,original
58,163.25,109.03,original
59,186.18,106.62,original
0_1_1,7.8407,3.1088,intermediate
0_1_2,12.5714,4.7277,intermediate
0_1_3,17.302,6.3465,intermediate
0_1_4,22.0327,7.9654,intermediate
1_0_1,17.5493,6.4312,intermediate
1_0_2,12.8186,4.8123,intermediate
1_0_3,8.088,3.1935,intermediate
1_0_4,3.3573,1.5746,intermediate
0_10_1,2.8693,6.4842,intermediate
0_10_2,2.6286,11.4784,intermediate
0_10_3,2.3879,16.4726,intermediate
0_10_4,2.1472,21.4668,intermediate
10_0_1,2.1607,21.1858,intermediate
10_0_2,2.4014,16.1916,intermediate
